geo_type,geography,year,category,percent
SU/District,Montpelier Roxbury School Distri,2024,Attended Publicly Funded PreK,0.92
SU/District,Montpelier Roxbury School Distri,2024,Did Not Attend Publicly Funded PreK,0.81
SU/District,Mount Mansfield Unified Union Sc,2024,,92
SU/District,Mount Mansfield Unified Union Sc,2024,All Students Surveyed,0.96
SU/District,Mount Mansfield Unified Union Sc,2024,Boys,0.94
SU/District,Mount Mansfield Unified Union Sc,2024,Girls,0.98
SU/District,Mount Mansfield Unified Union Sc,2024,Free and Reduced Lunch Eligible,0.92
SU/District,Mount Mansfield Unified Union Sc,2024,Not Free and Reduced Lunch Eligible,0.96
SU/District,Mount Mansfield Unified Union Sc,2024,Attended Publicly Funded PreK,0.97
SU/District,Mount Mansfield Unified Union Sc,2024,Did Not Attend Publicly Funded PreK,0.87
SU/District,Mountain Views Supervisory Union,2024,,0
SU/District,Mountain Views Supervisory Union,2024,All Students Surveyed,0.94
SU/District,Mountain Views Supervisory Union,2024,Boys,0.96
SU/District,Mountain Views Supervisory Union,2024,Girls,0.92
SU/District,Mountain Views Supervisory Union,2024,Free and Reduced Lunch Eligible,0
SU/District,Mountain Views Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Mountain Views Supervisory Union,2024,Attended Publicly Funded PreK,0
SU/District,Mountain Views Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Mt. Abraham Unified Union School,2024,,0
SU/District,Mt. Abraham Unified Union School,2024,All Students Surveyed,0.78
SU/District,Mt. Abraham Unified Union School,2024,Boys,0.75
SU/District,Mt. Abraham Unified Union School,2024,Girls,0.79
SU/District,Mt. Abraham Unified Union School,2024,Free and Reduced Lunch Eligible,0
SU/District,Mt. Abraham Unified Union School,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Mt. Abraham Unified Union School,2024,Attended Publicly Funded PreK,0
SU/District,Mt. Abraham Unified Union School,2024,Did Not Attend Publicly Funded PreK,0
SU/District,North Country Supervisory Union,2024,,83
SU/District,North Country Supervisory Union,2024,All Students Surveyed,0.82
SU/District,North Country Supervisory Union,2024,Boys,0.7
SU/District,North Country Supervisory Union,2024,Girls,0.91
SU/District,North Country Supervisory Union,2024,Free and Reduced Lunch Eligible,0.83
SU/District,North Country Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0.81
SU/District,North Country Supervisory Union,2024,Attended Publicly Funded PreK,0.87
SU/District,North Country Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0.54
SU/District,Orange East Supervisory Union,2024,,70
SU/District,Orange East Supervisory Union,2024,All Students Surveyed,0.87
SU/District,Orange East Supervisory Union,2024,Boys,0.84
SU/District,Orange East Supervisory Union,2024,Girls,0.91
SU/District,Orange East Supervisory Union,2024,Free and Reduced Lunch Eligible,0.7
SU/District,Orange East Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0.9
SU/District,Orange East Supervisory Union,2024,Attended Publicly Funded PreK,0.87
SU/District,Orange East Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0.89
SU/District,Orange Southwest Unified Union S,2024,,0
SU/District,Orange Southwest Unified Union S,2024,All Students Surveyed,0.9
SU/District,Orange Southwest Unified Union S,2024,Boys,0.83
SU/District,Orange Southwest Unified Union S,2024,Girls,1
SU/District,Orange Southwest Unified Union S,2024,Free and Reduced Lunch Eligible,0
SU/District,Orange Southwest Unified Union S,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Orange Southwest Unified Union S,2024,Attended Publicly Funded PreK,0.96
SU/District,Orange Southwest Unified Union S,2024,Did Not Attend Publicly Funded PreK,0.8
SU/District,Orleans Central Supervisory Unio,2024,,64
SU/District,Orleans Central Supervisory Unio,2024,All Students Surveyed,0.8
SU/District,Orleans Central Supervisory Unio,2024,Boys,0.79
SU/District,Orleans Central Supervisory Unio,2024,Girls,0.81
SU/District,Orleans Central Supervisory Unio,2024,Free and Reduced Lunch Eligible,0.64
SU/District,Orleans Central Supervisory Unio,2024,Not Free and Reduced Lunch Eligible,0.85
SU/District,Orleans Central Supervisory Unio,2024,Attended Publicly Funded PreK,0.78
SU/District,Orleans Central Supervisory Unio,2024,Did Not Attend Publicly Funded PreK,0.86
SU/District,Orleans Southwest Supervisory Un,2024,,0
SU/District,Orleans Southwest Supervisory Un,2024,All Students Surveyed,1
SU/District,Orleans Southwest Supervisory Un,2024,Boys,1
SU/District,Orleans Southwest Supervisory Un,2024,Girls,1
SU/District,Orleans Southwest Supervisory Un,2024,Free and Reduced Lunch Eligible,0
SU/District,Orleans Southwest Supervisory Un,2024,Not Free and Reduced Lunch Eligible,1
SU/District,Orleans Southwest Supervisory Un,2024,Attended Publicly Funded PreK,0
SU/District,Orleans Southwest Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Rivendell Interstate School Dist,2024,,0
SU/District,Rivendell Interstate School Dist,2024,All Students Surveyed,1
SU/District,Rivendell Interstate School Dist,2024,Boys,1
SU/District,Rivendell Interstate School Dist,2024,Girls,1
SU/District,Rivendell Interstate School Dist,2024,Free and Reduced Lunch Eligible,0
SU/District,Rivendell Interstate School Dist,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Rivendell Interstate School Dist,2024,Attended Publicly Funded PreK,0
SU/District,Rivendell Interstate School Dist,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Rutland City School District,2024,,61
SU/District,Rutland City School District,2024,All Students Surveyed,0.75
SU/District,Rutland City School District,2024,Boys,0.66
SU/District,Rutland City School District,2024,Girls,0.84
SU/District,Rutland City School District,2024,Free and Reduced Lunch Eligible,0.61
SU/District,Rutland City School District,2024,Not Free and Reduced Lunch Eligible,0.81
SU/District,Rutland City School District,2024,Attended Publicly Funded PreK,0.73
SU/District,Rutland City School District,2024,Did Not Attend Publicly Funded PreK,0.79
SU/District,Rutland Northeast Supervisory Un,2024,,61
SU/District,Rutland Northeast Supervisory Un,2024,All Students Surveyed,0.81
SU/District,Rutland Northeast Supervisory Un,2024,Boys,0.76
SU/District,Rutland Northeast Supervisory Un,2024,Girls,0.86
SU/District,Rutland Northeast Supervisory Un,2024,Free and Reduced Lunch Eligible,0.61
SU/District,Rutland Northeast Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0.86
SU/District,Rutland Northeast Supervisory Un,2024,Attended Publicly Funded PreK,0.8
SU/District,Rutland Northeast Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0.83
SU/District,Saint Johnsbury School District,2024,,85
SU/District,Saint Johnsbury School District,2024,All Students Surveyed,0.85
SU/District,Saint Johnsbury School District,2024,Boys,0.76
SU/District,Saint Johnsbury School District,2024,Girls,0.94
SU/District,Saint Johnsbury School District,2024,Free and Reduced Lunch Eligible,0.85
SU/District,Saint Johnsbury School District,2024,Not Free and Reduced Lunch Eligible,0.86
SU/District,Saint Johnsbury School District,2024,Attended Publicly Funded PreK,0
SU/District,Saint Johnsbury School District,2024,Did Not Attend Publicly Funded PreK,0
SU/District,School Administrative Unit #70,2024,,0
SU/District,School Administrative Unit #70,2024,All Students Surveyed,0.98
SU/District,School Administrative Unit #70,2024,Boys,1
SU/District,School Administrative Unit #70,2024,Girls,0.97
SU/District,School Administrative Unit #70,2024,Free and Reduced Lunch Eligible,0
SU/District,School Administrative Unit #70,2024,Not Free and Reduced Lunch Eligible,0.98
SU/District,School Administrative Unit #70,2024,Attended Publicly Funded PreK,0
SU/District,School Administrative Unit #70,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Slate Valley Unified Union Schoo,2024,,0
SU/District,Slate Valley Unified Union Schoo,2024,All Students Surveyed,0.88
SU/District,Slate Valley Unified Union Schoo,2024,Boys,0.89
SU/District,Slate Valley Unified Union Schoo,2024,Girls,0.87
SU/District,Slate Valley Unified Union Schoo,2024,Free and Reduced Lunch Eligible,0
SU/District,Slate Valley Unified Union Schoo,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Slate Valley Unified Union Schoo,2024,Attended Publicly Funded PreK,0.9
SU/District,Slate Valley Unified Union Schoo,2024,Did Not Attend Publicly Funded PreK,0.83
SU/District,South Burlington School District,2024,,84
SU/District,South Burlington School District,2024,All Students Surveyed,0.86
SU/District,South Burlington School District,2024,Boys,0.85
SU/District,South Burlington School District,2024,Girls,0.88
SU/District,South Burlington School District,2024,Free and Reduced Lunch Eligible,0.84
SU/District,South Burlington School District,2024,Not Free and Reduced Lunch Eligible,0.87
SU/District,South Burlington School District,2024,Attended Publicly Funded PreK,0.88
SU/District,South Burlington School District,2024,Did Not Attend Publicly Funded PreK,0.74
SU/District,Southwest Vermont Supervisory Un,2024,,79
SU/District,Southwest Vermont Supervisory Un,2024,All Students Surveyed,0.82
SU/District,Southwest Vermont Supervisory Un,2024,Boys,0.78
SU/District,Southwest Vermont Supervisory Un,2024,Girls,0.86
SU/District,Southwest Vermont Supervisory Un,2024,Free and Reduced Lunch Eligible,0.79
SU/District,Southwest Vermont Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0.84
SU/District,Southwest Vermont Supervisory Un,2024,Attended Publicly Funded PreK,0.87
SU/District,Southwest Vermont Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0.7
SU/District,Springfield School District,2024,,47
SU/District,Springfield School District,2024,All Students Surveyed,0.71
SU/District,Springfield School District,2024,Boys,0.52
SU/District,Springfield School District,2024,Girls,0.84
SU/District,Springfield School District,2024,Free and Reduced Lunch Eligible,0.47
SU/District,Springfield School District,2024,Not Free and Reduced Lunch Eligible,0.8
SU/District,Springfield School District,2024,Attended Publicly Funded PreK,0
SU/District,Springfield School District,2024,Did Not Attend Publicly Funded PreK,0
SU/District,State,2024,,73
SU/District,State,2024,All Students Surveyed,0.85
SU/District,State,2024,Boys,0.81
SU/District,State,2024,Girls,0.9
SU/District,State,2024,Free and Reduced Lunch Eligible,0.73
SU/District,State,2024,Not Free and Reduced Lunch Eligible,0.88
SU/District,State,2024,Attended Publicly Funded PreK,0.87
SU/District,State,2024,Did Not Attend Publicly Funded PreK,0.79
SU/District,Two Rivers Supervisory Union,2024,,75
SU/District,Two Rivers Supervisory Union,2024,All Students Surveyed,0.88
SU/District,Two Rivers Supervisory Union,2024,Boys,0.85
SU/District,Two Rivers Supervisory Union,2024,Girls,0.91
SU/District,Two Rivers Supervisory Union,2024,Free and Reduced Lunch Eligible,0.75
SU/District,Two Rivers Supervisory Union,2024,Not Free and Reduced Lunch Eligible,0.91
SU/District,Two Rivers Supervisory Union,2024,Attended Publicly Funded PreK,0.9
SU/District,Two Rivers Supervisory Union,2024,Did Not Attend Publicly Funded PreK,0.82
SU/District,Washington Central Supervisory D,2024,,0
SU/District,Washington Central Supervisory D,2024,All Students Surveyed,0.86
SU/District,Washington Central Supervisory D,2024,Boys,0.86
SU/District,Washington Central Supervisory D,2024,Girls,0.86
SU/District,Washington Central Supervisory D,2024,Free and Reduced Lunch Eligible,0
SU/District,Washington Central Supervisory D,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Washington Central Supervisory D,2024,Attended Publicly Funded PreK,0.91
SU/District,Washington Central Supervisory D,2024,Did Not Attend Publicly Funded PreK,0.72
SU/District,White River Valley Supervisory U,2024,,0
SU/District,White River Valley Supervisory U,2024,All Students Surveyed,0.91
SU/District,White River Valley Supervisory U,2024,Boys,0.91
SU/District,White River Valley Supervisory U,2024,Girls,0.92
SU/District,White River Valley Supervisory U,2024,Free and Reduced Lunch Eligible,0
SU/District,White River Valley Supervisory U,2024,Not Free and Reduced Lunch Eligible,0
SU/District,White River Valley Supervisory U,2024,Attended Publicly Funded PreK,0.96
SU/District,White River Valley Supervisory U,2024,Did Not Attend Publicly Funded PreK,0.77
SU/District,Windham Central Supervisory Unio,2024,,0
SU/District,Windham Central Supervisory Unio,2024,All Students Surveyed,0.87
SU/District,Windham Central Supervisory Unio,2024,Boys,0.78
SU/District,Windham Central Supervisory Unio,2024,Girls,1
SU/District,Windham Central Supervisory Unio,2024,Free and Reduced Lunch Eligible,0
SU/District,Windham Central Supervisory Unio,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Windham Central Supervisory Unio,2024,Attended Publicly Funded PreK,0
SU/District,Windham Central Supervisory Unio,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Windham Northeast Supervisory Un,2024,,0
SU/District,Windham Northeast Supervisory Un,2024,All Students Surveyed,0.79
SU/District,Windham Northeast Supervisory Un,2024,Boys,0.74
SU/District,Windham Northeast Supervisory Un,2024,Girls,0.85
SU/District,Windham Northeast Supervisory Un,2024,Free and Reduced Lunch Eligible,0
SU/District,Windham Northeast Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Windham Northeast Supervisory Un,2024,Attended Publicly Funded PreK,0
SU/District,Windham Northeast Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Windham Southeast Supervisory Un,2024,,69
SU/District,Windham Southeast Supervisory Un,2024,All Students Surveyed,0.79
SU/District,Windham Southeast Supervisory Un,2024,Boys,0.72
SU/District,Windham Southeast Supervisory Un,2024,Girls,0.88
SU/District,Windham Southeast Supervisory Un,2024,Free and Reduced Lunch Eligible,0.69
SU/District,Windham Southeast Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0.82
SU/District,Windham Southeast Supervisory Un,2024,Attended Publicly Funded PreK,0.82
SU/District,Windham Southeast Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0.66
SU/District,Windham Southwest Supervisory Un,2024,,0
SU/District,Windham Southwest Supervisory Un,2024,All Students Surveyed,0.83
SU/District,Windham Southwest Supervisory Un,2024,Boys,0.89
SU/District,Windham Southwest Supervisory Un,2024,Girls,0.75
SU/District,Windham Southwest Supervisory Un,2024,Free and Reduced Lunch Eligible,0
SU/District,Windham Southwest Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Windham Southwest Supervisory Un,2024,Attended Publicly Funded PreK,0
SU/District,Windham Southwest Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Windsor Southeast Supervisory Un,2024,,0
SU/District,Windsor Southeast Supervisory Un,2024,All Students Surveyed,0.9
SU/District,Windsor Southeast Supervisory Un,2024,Boys,0.82
SU/District,Windsor Southeast Supervisory Un,2024,Girls,1
SU/District,Windsor Southeast Supervisory Un,2024,Free and Reduced Lunch Eligible,0
SU/District,Windsor Southeast Supervisory Un,2024,Not Free and Reduced Lunch Eligible,0
SU/District,Windsor Southeast Supervisory Un,2024,Attended Publicly Funded PreK,0.93
SU/District,Windsor Southeast Supervisory Un,2024,Did Not Attend Publicly Funded PreK,0.75
SU/District,Winooski SD,2024,Did Not Attend Publicly Funded PreK,0
SU/District,Winooski Supervisory District,2024,,65
SU/District,Winooski Supervisory District,2024,All Students Surveyed,0.78
SU/District,Winooski Supervisory District,2024,Boys,0.76
SU/District,Winooski Supervisory District,2024,Girls,0.82
SU/District,Winooski Supervisory District,2024,Free and Reduced Lunch Eligible,0.65
SU/District,Winooski Supervisory District,2024,Not Free and Reduced Lunch Eligible,0.89
SU/District,Winooski Supervisory District,2024,Attended Publicly Funded PreK,0
SU/District,Winooski Supervisory District,2024,Did Not Attend Publicly Funded PreK,0
State,Vermont,2025,All Students Surveyed,0.84
State,Vermont,2025,Boys,0.8
State,Vermont,2025,Girls,0.88
State,Vermont,2025,Free and Reduced Lunch Eligible,0.77
State,Vermont,2025,Not Free and Reduced Lunch Eligible,0.9
State,Vermont,2025,Attended Publicly Funded PreK,0.84
State,Vermont,2025,Did Not Attend Publicly Funded PreK,0.81
SU/District,Addison Central Supervisory District,2025,All Students Surveyed,0.83
SU/District,Addison Central Supervisory District,2025,Boys,0.73
SU/District,Addison Central Supervisory District,2025,Girls,0.91
SU/District,Addison Central Supervisory District,2025,Free and Reduced Lunch Eligible,0.72
SU/District,Addison Central Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.9
SU/District,Addison Central Supervisory District,2025,Attended Publicly Funded PreK,0.85
SU/District,Addison Central Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.75
SU/District,Addison Northwest Supervisory District,2025,All Students Surveyed,0.79
SU/District,Addison Northwest Supervisory District,2025,Boys,0.76
SU/District,Addison Northwest Supervisory District,2025,Girls,0.85
SU/District,Addison Northwest Supervisory District,2025,Free and Reduced Lunch Eligible,0.73
SU/District,Addison Northwest Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.84
SU/District,Addison Northwest Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Addison Northwest Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Barre Supervisory District,2025,All Students Surveyed,0.6
SU/District,Barre Supervisory District,2025,Boys,0.49
SU/District,Barre Supervisory District,2025,Girls,0.71
SU/District,Barre Supervisory District,2025,Free and Reduced Lunch Eligible,0.56
SU/District,Barre Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.66
SU/District,Barre Supervisory District,2025,Attended Publicly Funded PreK,0.59
SU/District,Barre Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.67
SU/District,Bennington Rutland Supervisory Union,2025,All Students Surveyed,0.81
SU/District,Bennington Rutland Supervisory Union,2025,Boys,0.81
SU/District,Bennington Rutland Supervisory Union,2025,Girls,0.82
SU/District,Bennington Rutland Supervisory Union,2025,Free and Reduced Lunch Eligible,0.67
SU/District,Bennington Rutland Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Bennington Rutland Supervisory Union,2025,Attended Publicly Funded PreK,0.84
SU/District,Bennington Rutland Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.71
SU/District,Burlington Supervisory District,2025,All Students Surveyed,0.85
SU/District,Burlington Supervisory District,2025,Boys,0.81
SU/District,Burlington Supervisory District,2025,Girls,0.9
SU/District,Burlington Supervisory District,2025,Free and Reduced Lunch Eligible,0.79
SU/District,Burlington Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.93
SU/District,Burlington Supervisory District,2025,Attended Publicly Funded PreK,0.85
SU/District,Burlington Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.86
SU/District,Caledonia Central Supervisory Union,2025,All Students Surveyed,0.84
SU/District,Caledonia Central Supervisory Union,2025,Boys,0.7
SU/District,Caledonia Central Supervisory Union,2025,Girls,0.97
SU/District,Caledonia Central Supervisory Union,2025,Free and Reduced Lunch Eligible,0.81
SU/District,Caledonia Central Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.87
SU/District,Caledonia Central Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Caledonia Central Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Central Vermont Supervisory Union,2025,All Students Surveyed,0.78
SU/District,Central Vermont Supervisory Union,2025,Boys,0.7
SU/District,Central Vermont Supervisory Union,2025,Girls,0.87
SU/District,Central Vermont Supervisory Union,2025,Free and Reduced Lunch Eligible,0.71
SU/District,Central Vermont Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.88
SU/District,Central Vermont Supervisory Union,2025,Attended Publicly Funded PreK,0.77
SU/District,Central Vermont Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.85
SU/District,Champlain Valley Supervisory District,2025,All Students Surveyed,0.92
SU/District,Champlain Valley Supervisory District,2025,Boys,0.91
SU/District,Champlain Valley Supervisory District,2025,Girls,0.94
SU/District,Champlain Valley Supervisory District,2025,Free and Reduced Lunch Eligible,0.84
SU/District,Champlain Valley Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Champlain Valley Supervisory District,2025,Attended Publicly Funded PreK,0.93
SU/District,Champlain Valley Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.82
SU/District,Colchester Supervisory District,2025,All Students Surveyed,0.84
SU/District,Colchester Supervisory District,2025,Boys,0.84
SU/District,Colchester Supervisory District,2025,Girls,0.83
SU/District,Colchester Supervisory District,2025,Free and Reduced Lunch Eligible,0.72
SU/District,Colchester Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Colchester Supervisory District,2025,Attended Publicly Funded PreK,0.84
SU/District,Colchester Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.79
SU/District,Essex North Supervisory Union,2025,All Students Surveyed,***
SU/District,Essex North Supervisory Union,2025,Boys,***
SU/District,Essex North Supervisory Union,2025,Girls,***
SU/District,Essex North Supervisory Union,2025,Free and Reduced Lunch Eligible,***
SU/District,Essex North Supervisory Union,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Essex North Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Essex North Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Essex-Westford Supervisory District,2025,All Students Surveyed,0.83
SU/District,Essex-Westford Supervisory District,2025,Boys,0.75
SU/District,Essex-Westford Supervisory District,2025,Girls,0.92
SU/District,Essex-Westford Supervisory District,2025,Free and Reduced Lunch Eligible,0.65
SU/District,Essex-Westford Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Essex-Westford Supervisory District,2025,Attended Publicly Funded PreK,0.83
SU/District,Essex-Westford Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.8
SU/District,Franklin Northeast Supervisory Union,2025,All Students Surveyed,0.8
SU/District,Franklin Northeast Supervisory Union,2025,Boys,0.81
SU/District,Franklin Northeast Supervisory Union,2025,Girls,0.78
SU/District,Franklin Northeast Supervisory Union,2025,Free and Reduced Lunch Eligible,0.75
SU/District,Franklin Northeast Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.86
SU/District,Franklin Northeast Supervisory Union,2025,Attended Publicly Funded PreK,0.82
SU/District,Franklin Northeast Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.72
SU/District,Franklin West Supervisory Union,2025,All Students Surveyed,0.88
SU/District,Franklin West Supervisory Union,2025,Boys,0.83
SU/District,Franklin West Supervisory Union,2025,Girls,0.93
SU/District,Franklin West Supervisory Union,2025,Free and Reduced Lunch Eligible,0.91
SU/District,Franklin West Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.87
SU/District,Franklin West Supervisory Union,2025,Attended Publicly Funded PreK,0.88
SU/District,Franklin West Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.93
SU/District,Grand Isle Supervisory Union,2025,All Students Surveyed,0.9
SU/District,Grand Isle Supervisory Union,2025,Boys,0.85
SU/District,Grand Isle Supervisory Union,2025,Girls,1
SU/District,Grand Isle Supervisory Union,2025,Free and Reduced Lunch Eligible,0.88
SU/District,Grand Isle Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.92
SU/District,Grand Isle Supervisory Union,2025,Attended Publicly Funded PreK,0.88
SU/District,Grand Isle Supervisory Union,2025,Did Not Attend Publicly Funded PreK,1
SU/District,Greater Rutland County Supervisory Union,2025,All Students Surveyed,0.81
SU/District,Greater Rutland County Supervisory Union,2025,Boys,0.78
SU/District,Greater Rutland County Supervisory Union,2025,Girls,0.83
SU/District,Greater Rutland County Supervisory Union,2025,Free and Reduced Lunch Eligible,0.67
SU/District,Greater Rutland County Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Greater Rutland County Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Greater Rutland County Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Hartford Supervisory District,2025,All Students Surveyed,0.82
SU/District,Hartford Supervisory District,2025,Boys,0.74
SU/District,Hartford Supervisory District,2025,Girls,0.91
SU/District,Hartford Supervisory District,2025,Free and Reduced Lunch Eligible,0.74
SU/District,Hartford Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.91
SU/District,Hartford Supervisory District,2025,Attended Publicly Funded PreK,0.81
SU/District,Hartford Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.84
SU/District,Harwood Unified Union Supervisory District,2025,All Students Surveyed,0.89
SU/District,Harwood Unified Union Supervisory District,2025,Boys,0.82
SU/District,Harwood Unified Union Supervisory District,2025,Girls,0.98
SU/District,Harwood Unified Union Supervisory District,2025,Free and Reduced Lunch Eligible,0.75
SU/District,Harwood Unified Union Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Harwood Unified Union Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Harwood Unified Union Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Kingdom East Supervisory District,2025,All Students Surveyed,0.7
SU/District,Kingdom East Supervisory District,2025,Boys,0.71
SU/District,Kingdom East Supervisory District,2025,Girls,0.7
SU/District,Kingdom East Supervisory District,2025,Free and Reduced Lunch Eligible,0.65
SU/District,Kingdom East Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.79
SU/District,Kingdom East Supervisory District,2025,Attended Publicly Funded PreK,0.71
SU/District,Kingdom East Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.67
SU/District,Lamoille North Supervisory Union,2025,All Students Surveyed,0.9
SU/District,Lamoille North Supervisory Union,2025,Boys,0.89
SU/District,Lamoille North Supervisory Union,2025,Girls,0.9
SU/District,Lamoille North Supervisory Union,2025,Free and Reduced Lunch Eligible,0.84
SU/District,Lamoille North Supervisory Union,2025,Not Free and Reduced Lunch Eligible,1
SU/District,Lamoille North Supervisory Union,2025,Attended Publicly Funded PreK,0.9
SU/District,Lamoille North Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.88
SU/District,Lamoille South Supervisory Union,2025,All Students Surveyed,0.92
SU/District,Lamoille South Supervisory Union,2025,Boys,0.87
SU/District,Lamoille South Supervisory Union,2025,Girls,0.95
SU/District,Lamoille South Supervisory Union,2025,Free and Reduced Lunch Eligible,0.77
SU/District,Lamoille South Supervisory Union,2025,Not Free and Reduced Lunch Eligible,1
SU/District,Lamoille South Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Lamoille South Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Lincoln Supervisory District,2025,All Students Surveyed,1
SU/District,Lincoln Supervisory District,2025,Boys,***
SU/District,Lincoln Supervisory District,2025,Girls,***
SU/District,Lincoln Supervisory District,2025,Free and Reduced Lunch Eligible,***
SU/District,Lincoln Supervisory District,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Lincoln Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Lincoln Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Maple Run Supervisory District,2025,All Students Surveyed,0.84
SU/District,Maple Run Supervisory District,2025,Boys,0.78
SU/District,Maple Run Supervisory District,2025,Girls,0.92
SU/District,Maple Run Supervisory District,2025,Free and Reduced Lunch Eligible,0.81
SU/District,Maple Run Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Maple Run Supervisory District,2025,Attended Publicly Funded PreK,0.82
SU/District,Maple Run Supervisory District,2025,Did Not Attend Publicly Funded PreK,1
SU/District,Mill River Unified Union Supervisory District,2025,All Students Surveyed,0.83
SU/District,Mill River Unified Union Supervisory District,2025,Boys,***
SU/District,Mill River Unified Union Supervisory District,2025,Girls,***
SU/District,Mill River Unified Union Supervisory District,2025,Free and Reduced Lunch Eligible,0.86
SU/District,Mill River Unified Union Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.8
SU/District,Mill River Unified Union Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Mill River Unified Union Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Milton Supervisory District,2025,All Students Surveyed,0.91
SU/District,Milton Supervisory District,2025,Boys,0.89
SU/District,Milton Supervisory District,2025,Girls,0.94
SU/District,Milton Supervisory District,2025,Free and Reduced Lunch Eligible,0.85
SU/District,Milton Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.98
SU/District,Milton Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Milton Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
