geo_type,geography,age,category,year,value
Supervisory Union/School District,ADDISON CENTRAL SD,3,Literacy,2023,87.3
Supervisory Union/School District,ADDISON CENTRAL SD,3,Math,2023,93.65
Supervisory Union/School District,ADDISON CENTRAL SD,3,Social Emotional,2023,95.24
Supervisory Union/School District,ADDISON CENTRAL SD,4,Literacy,2023,90.48
Supervisory Union/School District,ADDISON CENTRAL SD,4,Math,2023,85.71
Supervisory Union/School District,ADDISON CENTRAL SD,4,Social Emotional,2023,86.9
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Literacy,2023,90
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Math,2023,92.5
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Social Emotional,2023,85
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Literacy,2023,88.89
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Math,2023,66.67
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Social Emotional,2023,80.56
Supervisory Union/School District,BARRE SD,3,Literacy,2023,81.69
Supervisory Union/School District,BARRE SD,3,Math,2023,85.92
Supervisory Union/School District,BARRE SD,3,Social Emotional,2023,90.14
Supervisory Union/School District,BARRE SD,4,Literacy,2023,94.31
Supervisory Union/School District,BARRE SD,4,Math,2023,86.99
Supervisory Union/School District,BARRE SD,4,Social Emotional,2023,87.8
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2023,88.89
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2023,95.24
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Social Emotional,2023,96.83
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Literacy,2023,80.77
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Math,2023,80.77
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Social Emotional,2023,92.31
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2023,82.14
Supervisory Union/School District,BURLINGTON SD,3,Math,2023,89.88
Supervisory Union/School District,BURLINGTON SD,3,Social Emotional,2023,89.29
Supervisory Union/School District,BURLINGTON SD,4,Literacy,2023,87.5
Supervisory Union/School District,BURLINGTON SD,4,Math,2023,80.98
Supervisory Union/School District,BURLINGTON SD,4,Social Emotional,2023,83.7
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Literacy,2023,93.62
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Math,2023,91.49
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Social Emotional,2023,85.11
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Literacy,2023,94.44
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Math,2023,88.89
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Social Emotional,2023,90.28
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2023,91.3
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2023,91.3
Supervisory Union/School District,CENTRAL VERMONT SU,3,Social Emotional,2023,95.65
Supervisory Union/School District,CENTRAL VERMONT SU,4,Literacy,2023,94.87
Supervisory Union/School District,CENTRAL VERMONT SU,4,Math,2023,91.03
Supervisory Union/School District,CENTRAL VERMONT SU,4,Social Emotional,2023,96.15
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2023,88.77
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2023,97.33
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Social Emotional,2023,96.26
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Literacy,2023,93.82
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Math,2023,91.57
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Social Emotional,2023,93.26
Supervisory Union/School District,COLCHESTER SD,3,Literacy,2023,89.6
Supervisory Union/School District,COLCHESTER SD,3,Math,2023,93.6
Supervisory Union/School District,COLCHESTER SD,3,Social Emotional,2023,93.6
Supervisory Union/School District,COLCHESTER SD,4,Literacy,2023,92.31
Supervisory Union/School District,COLCHESTER SD,4,Math,2023,89.01
Supervisory Union/School District,COLCHESTER SD,4,Social Emotional,2023,89.01
Supervisory Union/School District,ESSEX NORTH SU,4,Literacy,2023,92.31
Supervisory Union/School District,ESSEX NORTH SU,4,Math,2023,76.92
Supervisory Union/School District,ESSEX NORTH SU,4,Social Emotional,2023,46.15
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2023,89.86
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2023,96.62
Supervisory Union/School District,ESSEX WESTFORD SD,3,Social Emotional,2023,92.57
Supervisory Union/School District,ESSEX WESTFORD SD,4,Literacy,2023,97.62
Supervisory Union/School District,ESSEX WESTFORD SD,4,Math,2023,93.45
Supervisory Union/School District,ESSEX WESTFORD SD,4,Social Emotional,2023,93.45
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Literacy,2023,90.77
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Math,2023,95.38
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Social Emotional,2023,92.31
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Literacy,2023,90.67
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Math,2023,82.67
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Social Emotional,2023,94.67
Supervisory Union/School District,FRANKLIN WEST SU,3,Literacy,2023,92.22
Supervisory Union/School District,FRANKLIN WEST SU,3,Math,2023,92.22
Supervisory Union/School District,FRANKLIN WEST SU,3,Social Emotional,2023,93.33
Supervisory Union/School District,FRANKLIN WEST SU,4,Literacy,2023,90.83
Supervisory Union/School District,FRANKLIN WEST SU,4,Math,2023,88.07
Supervisory Union/School District,FRANKLIN WEST SU,4,Social Emotional,2023,87.16
Supervisory Union/School District,GRAND ISLE SU,3,Literacy,2023,89.66
Supervisory Union/School District,GRAND ISLE SU,3,Math,2023,93.1
Supervisory Union/School District,GRAND ISLE SU,3,Social Emotional,2023,93.1
Supervisory Union/School District,GRAND ISLE SU,4,Literacy,2023,100
Supervisory Union/School District,GRAND ISLE SU,4,Math,2023,100
Supervisory Union/School District,GRAND ISLE SU,4,Social Emotional,2023,93.55
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2023,84
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2023,92
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Social Emotional,2023,88
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Literacy,2023,91.55
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Math,2023,85.92
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Social Emotional,2023,87.32
Supervisory Union/School District,HARTFORD SD,3,Literacy,2023,79.55
Supervisory Union/School District,HARTFORD SD,3,Math,2023,79.55
Supervisory Union/School District,HARTFORD SD,3,Social Emotional,2023,86.36
Supervisory Union/School District,HARTFORD SD,4,Literacy,2023,87.5
Supervisory Union/School District,HARTFORD SD,4,Math,2023,84.38
Supervisory Union/School District,HARTFORD SD,4,Social Emotional,2023,81.25
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Literacy,2023,93.02
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Math,2023,94.19
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Social Emotional,2023,91.86
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Literacy,2023,96.15
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Math,2023,95.19
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Social Emotional,2023,95.19
Supervisory Union/School District,KINGDOM EAST SD,3,Literacy,2023,81.82
Supervisory Union/School District,KINGDOM EAST SD,3,Math,2023,90.91
Supervisory Union/School District,KINGDOM EAST SD,3,Social Emotional,2023,92.73
Supervisory Union/School District,KINGDOM EAST SD,4,Literacy,2023,87.5
Supervisory Union/School District,KINGDOM EAST SD,4,Math,2023,75
Supervisory Union/School District,KINGDOM EAST SD,4,Social Emotional,2023,85.94
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2023,93.59
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2023,94.87
Supervisory Union/School District,LAMOILLE NORTH SU,3,Social Emotional,2023,96.15
Supervisory Union/School District,LAMOILLE NORTH SU,4,Literacy,2023,95.45
Supervisory Union/School District,LAMOILLE NORTH SU,4,Math,2023,94.32
Supervisory Union/School District,LAMOILLE NORTH SU,4,Social Emotional,2023,94.32
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2023,89.04
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2023,94.52
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Social Emotional,2023,95.89
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Literacy,2023,96
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Math,2023,90.67
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Social Emotional,2023,93.33
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2023,77.27
Supervisory Union/School District,MAPLE RUN SD,3,Math,2023,87.5
Supervisory Union/School District,MAPLE RUN SD,3,Social Emotional,2023,86.36
Supervisory Union/School District,MAPLE RUN SD,4,Literacy,2023,85.86
Supervisory Union/School District,MAPLE RUN SD,4,Math,2023,79.8
Supervisory Union/School District,MAPLE RUN SD,4,Social Emotional,2023,78.79
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Literacy,2023,87.5
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Math,2023,100
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Social Emotional,2023,100
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Literacy,2023,82.86
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Math,2023,80
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Social Emotional,2023,85.71
Supervisory Union/School District,MILTON SD,3,Literacy,2023,89.23
Supervisory Union/School District,MILTON SD,3,Math,2023,93.85
Supervisory Union/School District,MILTON SD,3,Social Emotional,2023,90.77
Supervisory Union/School District,MILTON SD,4,Literacy,2023,89.33
Supervisory Union/School District,MILTON SD,4,Math,2023,90.67
Supervisory Union/School District,MILTON SD,4,Social Emotional,2023,86.67
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Literacy,2023,82.54
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Math,2023,87.3
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Social Emotional,2023,90.48
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Literacy,2023,86.81
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Math,2023,82.42
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Social Emotional,2023,84.62
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2023,87.1
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2023,93.55
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Social Emotional,2023,93.55
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Literacy,2023,93.33
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Math,2023,91.11
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Social Emotional,2023,91.11
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Literacy,2023,96
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Math,2023,98
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Social Emotional,2023,100
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Literacy,2023,100
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Math,2023,92.31
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Social Emotional,2023,100
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Literacy,2023,98.68
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Math,2023,98.68
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Social Emotional,2023,97.37
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Literacy,2023,88.89
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Math,2023,78.89
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Social Emotional,2023,88.89
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2023,95.8
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2023,96.5
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Social Emotional,2023,95.1
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Literacy,2023,97.1
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Math,2023,92.75
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Social Emotional,2023,89.86
Supervisory Union/School District,NORTH COUNTRY SU,3,Literacy,2023,87.18
Supervisory Union/School District,NORTH COUNTRY SU,3,Math,2023,95.73
Supervisory Union/School District,NORTH COUNTRY SU,3,Social Emotional,2023,90.6
Supervisory Union/School District,NORTH COUNTRY SU,4,Literacy,2023,93.71
Supervisory Union/School District,NORTH COUNTRY SU,4,Math,2023,90.21
Supervisory Union/School District,NORTH COUNTRY SU,4,Social Emotional,2023,88.81
Supervisory Union/School District,ORANGE EAST SU,3,Literacy,2023,77.55
Supervisory Union/School District,ORANGE EAST SU,3,Math,2023,81.63
Supervisory Union/School District,ORANGE EAST SU,3,Social Emotional,2023,85.71
Supervisory Union/School District,ORANGE EAST SU,4,Literacy,2023,81.48
Supervisory Union/School District,ORANGE EAST SU,4,Math,2023,83.33
Supervisory Union/School District,ORANGE EAST SU,4,Social Emotional,2023,87.04
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Literacy,2023,100
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Math,2023,100
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Social Emotional,2023,100
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Literacy,2023,96.88
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Math,2023,93.75
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Social Emotional,2023,90.63
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Literacy,2023,90.63
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Math,2023,96.88
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Social Emotional,2023,81.25
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Literacy,2023,87.88
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Math,2023,81.82
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Social Emotional,2023,87.88
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Literacy,2023,93.33
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Math,2023,93.33
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Social Emotional,2023,90
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Literacy,2023,94.87
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Math,2023,92.31
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Social Emotional,2023,94.87
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Literacy,2023,94.74
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Math,2023,100
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Social Emotional,2023,94.74
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Literacy,2023,94.44
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Math,2023,94.44
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Social Emotional,2023,94.44
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2023,73.68
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2023,84.21
Supervisory Union/School District,RUTLAND CITY SD,3,Social Emotional,2023,68.42
Supervisory Union/School District,RUTLAND CITY SD,4,Literacy,2023,58.82
Supervisory Union/School District,RUTLAND CITY SD,4,Math,2023,58.82
Supervisory Union/School District,RUTLAND CITY SD,4,Social Emotional,2023,64.71
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Literacy,2023,56.6
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Math,2023,75.47
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Social Emotional,2023,81.13
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Literacy,2023,85.14
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Math,2023,78.38
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Social Emotional,2023,77.03
Supervisory Union/School District,SLATE VALLEY UUSD,3,Literacy,2023,78.26
Supervisory Union/School District,SLATE VALLEY UUSD,3,Math,2023,91.3
Supervisory Union/School District,SLATE VALLEY UUSD,3,Social Emotional,2023,89.13
Supervisory Union/School District,SLATE VALLEY UUSD,4,Literacy,2023,94.12
Supervisory Union/School District,SLATE VALLEY UUSD,4,Math,2023,92.16
Supervisory Union/School District,SLATE VALLEY UUSD,4,Social Emotional,2023,94.12
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2023,94.02
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2023,95.73
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Social Emotional,2023,95.73
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Literacy,2023,95.93
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Math,2023,95.93
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Social Emotional,2023,92.68
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Literacy,2023,82.68
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2023,90.55
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Social Emotional,2023,88.19
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Literacy,2023,79.33
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Math,2023,73.74
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Social Emotional,2023,78.21
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2023,86.96
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2023,89.13
Supervisory Union/School District,SPRINGFIELD SD,3,Social Emotional,2023,89.13
Supervisory Union/School District,SPRINGFIELD SD,4,Literacy,2023,89.09
Supervisory Union/School District,SPRINGFIELD SD,4,Math,2023,83.64
Supervisory Union/School District,SPRINGFIELD SD,4,Social Emotional,2023,81.82
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2023,100
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2023,100
Supervisory Union/School District,ST JOHNSBURY SD,3,Social Emotional,2023,95.65
Supervisory Union/School District,ST JOHNSBURY SD,4,Literacy,2023,88.57
Supervisory Union/School District,ST JOHNSBURY SD,4,Math,2023,71.43
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2023,62.86
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2023,87.88
Supervisory Union/School District,TWO RIVERS SU,3,Math,2023,100
Supervisory Union/School District,TWO RIVERS SU,3,Social Emotional,2023,100
Supervisory Union/School District,TWO RIVERS SU,4,Literacy,2023,100
Supervisory Union/School District,TWO RIVERS SU,4,Math,2023,95.12
Supervisory Union/School District,TWO RIVERS SU,4,Social Emotional,2023,92.68
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2023,93.62
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2023,95.74
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Social Emotional,2023,89.36
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Literacy,2023,96.88
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Math,2023,95.31
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Social Emotional,2023,89.06
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2023,95.16
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2023,96.77
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Social Emotional,2023,98.39
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Literacy,2023,98.72
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Math,2023,97.44
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Social Emotional,2023,94.87
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2023,89.29
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2023,92.86
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Social Emotional,2023,96.43
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Literacy,2023,91.3
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Math,2023,91.3
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Social Emotional,2023,95.65
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2023,84.38
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2023,93.75
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Social Emotional,2023,96.88
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Literacy,2023,78.38
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Math,2023,72.97
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Social Emotional,2023,78.38
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2023,90.8
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2023,93.1
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Social Emotional,2023,93.1
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Literacy,2023,95.9
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Math,2023,95.08
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Social Emotional,2023,95.9
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Literacy,2023,100
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Math,2023,100
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Social Emotional,2023,75
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Literacy,2023,94.34
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Math,2023,94.34
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Social Emotional,2023,98.11
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Literacy,2023,89.29
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Math,2023,91.07
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Social Emotional,2023,94.64
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2023,84.62
Supervisory Union/School District,WINOOSKI SD,3,Math,2023,84.62
Supervisory Union/School District,WINOOSKI SD,3,Social Emotional,2023,79.49
Supervisory Union/School District,WINOOSKI SD,4,Literacy,2023,84.31
Supervisory Union/School District,WINOOSKI SD,4,Math,2023,78.43
Supervisory Union/School District,WINOOSKI SD,4,Social Emotional,2023,80.39
State,Vermont,3,Literacy,2024,0.89
State,Vermont,3,Math,2024,0.93
State,Vermont,3,Social Emotional,2024,0.92
State,Vermont,4,Literacy,2024,0.92
State,Vermont,4,Math,2024,0.88
State,Vermont,4,Social Emotional,2024,0.9
Supervisory Union/School District,ADDISON CENTRAL SD,3,Literacy,2024,0.9
Supervisory Union/School District,ADDISON CENTRAL SD,3,Math,2024,0.93
Supervisory Union/School District,ADDISON CENTRAL SD,3,Social Emotional,2024,0.88
Supervisory Union/School District,ADDISON CENTRAL SD,4,Literacy,2024,0.88
Supervisory Union/School District,ADDISON CENTRAL SD,4,Math,2024,0.79
Supervisory Union/School District,ADDISON CENTRAL SD,4,Social Emotional,2024,0.8
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Literacy,2024,0.84
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Math,2024,0.81
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Social Emotional,2024,0.9
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Literacy,2024,0.9
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Math,2024,0.88
Supervisory Union/School District,ADDISON NORTHWEST SD,4,Social Emotional,2024,0.88
Supervisory Union/School District,BARRE SD,3,Literacy,2024,0.84
Supervisory Union/School District,BARRE SD,3,Math,2024,0.89
Supervisory Union/School District,BARRE SD,3,Social Emotional,2024,0.84
Supervisory Union/School District,BARRE SD,4,Literacy,2024,0.84
Supervisory Union/School District,BARRE SD,4,Math,2024,0.8
Supervisory Union/School District,BARRE SD,4,Social Emotional,2024,0.88
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2024,0.8
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2024,0.87
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Social Emotional,2024,0.94
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Literacy,2024,0.94
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Math,2024,0.88
Supervisory Union/School District,BENNINGTON RUTLAND SU,4,Social Emotional,2024,0.91
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2024,0.86
Supervisory Union/School District,BURLINGTON SD,3,Math,2024,0.93
Supervisory Union/School District,BURLINGTON SD,3,Social Emotional,2024,0.88
Supervisory Union/School District,BURLINGTON SD,4,Literacy,2024,0.88
Supervisory Union/School District,BURLINGTON SD,4,Math,2024,0.84
Supervisory Union/School District,BURLINGTON SD,4,Social Emotional,2024,0.89
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Literacy,2024,0.9
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Math,2024,0.95
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Social Emotional,2024,0.96
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Literacy,2024,0.96
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Math,2024,0.89
Supervisory Union/School District,CALEDONIA CENTRAL SU,4,Social Emotional,2024,0.92
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2024,0.91
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2024,0.94
Supervisory Union/School District,CENTRAL VERMONT SU,3,Social Emotional,2024,0.92
Supervisory Union/School District,CENTRAL VERMONT SU,4,Literacy,2024,0.92
Supervisory Union/School District,CENTRAL VERMONT SU,4,Math,2024,0.9
Supervisory Union/School District,CENTRAL VERMONT SU,4,Social Emotional,2024,0.96
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2024,0.93
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2024,0.95
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Social Emotional,2024,0.95
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Literacy,2024,0.95
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Math,2024,0.91
Supervisory Union/School District,CHAMPLAIN VALLEY SD,4,Social Emotional,2024,0.93
Supervisory Union/School District,COLCHESTER SD,3,Literacy,2024,0.9
Supervisory Union/School District,COLCHESTER SD,3,Math,2024,0.92
Supervisory Union/School District,COLCHESTER SD,3,Social Emotional,2024,0.95
Supervisory Union/School District,COLCHESTER SD,4,Literacy,2024,0.95
Supervisory Union/School District,COLCHESTER SD,4,Math,2024,0.93
Supervisory Union/School District,COLCHESTER SD,4,Social Emotional,2024,0.94
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2024,0.91
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2024,0.94
